name	ratings	date	helpful	comment
내사랑민영씨	5	2021-01-07	3	배달위치및 배달원의 현위치를 지도상에서 한눈에 볼수있어 좋았네요 타 앱들보다 이런점 높이 삽니다
Kyong won Chang	5	2020-12-23	1	비교적 빠르고 좋아요. 다양한 제휴식당 및 베이커리/카페 들이 있어서 좋구요.
손행연	5	2021-04-13	1	다양한 선택 신속한 배달
아름다운 세상	5	2021-05-15	0	좋은 음식점들이 많이 있네요..
김형자	5	2021-01-15	3	주문시 배송 진짜 빨라요 물론 기사님들도 너무 친절해요~집에서 편히 먹을수 있게 해 주셔서 감사합니다
최솔곶	4	2021-01-09	2	기상악화로 배달이 잘 안 되어서 피자를 하나만 가까스로 시킬수 있었어요 하지만 맛있게 먹었습니다
J무비	5	2020-12-29	1	다른 앱에서 주문 안되던 곳들도 주문 할 수 있어서 좋아요~ 배달도 빠르고 위치확인도 할 수 있어 좋습니다~#
마늘치킨	5	2021-05-26	0	사진확대기능좀...
정성욱	4	2021-01-26	0	개인카드 사전결제만 허용되는 점은 좀 불편할때가 있습니다 수령 후 결제도 추가되었으면 좋겠습니다
잎새노랑 보험 스튜디오	5	2021-05-29	0	언제 배민화 될지는 모르지만 지금당장은 좋아요
Kangsun PARK	4	2021-01-12	2	"빨리와서 좋은데, 어플 위치 수정에 문제 있습니다. 오류 좀 잡아주세요"
서영남	5	2021-04-28	1	빠르고 편리해요
하하송희	5	2021-05-19	0	변창하세요 음식점늘어나길 바래요~~
김지은	5	2021-02-21	1	빠르고 정확하고. 오고있는걸 눈으로볼수있어 좋고요 음식 사진이 있어서 고르는데 도움이 크게 됩니다
조빈센	5	2021-01-24	2	배달오는게 실시간으로 보이니 재밌고 좋네요 배달도 빠르고 좋습니다 쿠폰도 많이 뿌려주세요
백선희	5	2021-01-25	3	정말배송도 빠르고 그렇다고 배송비가 비싼것도 아니고 업체들도 맛있고 아주~ 만족스럽네요^^
오인석	5	2021-05-06	1	빠른배달좋아요.
JUDY	4	2021-02-12	1	배민처럼 업체 소개 안내말 등이 없어 정보가 부족해서 그점이 아쉽네요 배송빨르고 진행상황 단계별 안내는 참 좋아요
Wonderful Pants	2	2021-03-28	0	우리동네에 없음....요기요로 돌아갑니다...
헬로 마미헬로 윤아	1	2021-01-29	3	개인정보보호를 위해 음식점에 배달자의 정보가 안들어가는 것도 좋지만 배달 사고가 있을 때 바로 바로 해결이 안됨
Christina Yoon	1	2021-03-10	7	업데이트후 알수없는 오류로 앱실행안됨. 지웟다 재설치해도 마찬가지. 왜이런거에요?
전준영	1	2020-12-22	2	이메일문의 왜 있는건지 이해가안감 답변도 안해줄거면 왜 고객지원 창이 있고 이메일은 왜있는지 그리고 이벤트 쿠폰도 지급안해주면서 이벤트는 왜하는건지?
이혜진	5	2021-01-14	1	언제나 빠른배송 친절한 배송기사분들 항상 감사합니다 배달상품 위치 확인도 가능해 너~~무 좋아요^^
Adolph루이	5	2021-02-16	0	배달파트너가 실시간으로 오는게 완전 정확하네요 ㅋㅋㅋ 신기할정도에요 다른 배달업체 그만쓰고 이제 여기만써야겠네요 ㅋㅋ
박주영	3	2021-01-16	4	실수로 할인 쿠폰을 쓰지 못해서 취소 하고 재결재 하고 싶은데 안되는게 좀 아쉬웠어요.
밍밍이	5	2021-01-12	4	배달비도 쿠팡이츠에서 부담해주고 치타배달인곳은 배달이 그냥 말그대로 치타에요 그리고 쿠폰도 잘뿌려주고 쿠팡이츠짱짱이에요 더 점유율이 많이생기면 좋겠어요♡♡♡ 파이팅♡♡♡
Summer Choi	2	2021-03-04	4	"첫주문 쿠폰을 2개 주길래 2개다 쓰면 되겠다 싶었는데, 한개를 써버리면 나머지는 첫주문이 아니라 못쓰는군요.... 그러면 왜 주는건지....?"
이은정	5	2021-04-15	0	배달앱중 사용이 제일 편해요.
뚠뚠대	5	2021-01-11	3	따봉 배달민족 독점 막아버리기도 좋고 배달 시키고 실시간으로 주문 진행상황(배달 주문)보이는 것도 좋다
0 Park	5	2021-02-17	1	고객 입장에선 너무 편리하고 좋다. 음식기준으로 위치를 알려주니 바로 받을수 있어서 좋음.
이혜란	5	2020-12-31	1	신속 정확 난 쿠팡을 신뢰하는 사람이다 모든 품목 구팡서 구입한다 오랫동안 믿음을 저버리지 않는 쇼핑몰이기에 구팡이츠도 자연스럽게 앱을 깔고 사용한다
이효선	5	2021-04-03	1	배달빠르고 좋아요
Useong Shin	5	2021-06-03	0	배민 썼을때보다 배달료가 획기적으로 저렴해짐
H J	2	2021-01-15	3	내가 배송한 건 다시 열람할 수 있게 해주세요 문제 생겼을시 고객하고 통화하거나 다시 확인해야하는데 이러니 다들 대충하죠
홍기완	5	2021-03-30	1	배달 빨라서 너무 좋아요
황희연	5	2021-01-29	1	"주문, 승락, 배달 시작과 거의 도착. 매우 유용합니다."
이화정	1	2021-03-10	8	자꾸왜 알수없는 오류가 뜨죠? 삭제했다가 다시 설치한게 여러번인데 계속 오류가 뜨네요..
Happy Pencil Drawing	5	2021-03-13	1	배달 상황을 GPS 로 확인가능해서 좋아요
yang yang	5	2020-12-31	1	굿굿 사용하기 편하고 다른 앱 쓰다 넘어왔는데 좋아요 배송원분들 평가할 수 있는 시스템도 맘에 듭니다
James O	3	2021-02-28	5	실수로 결제버튼이 눌러졌는데 바로 결제되고 주문접수가 됐어요. 확인창 한 번 더 나오게 해주세요. 1기사 1배달 정책은 완전 만족합니다.
김경현	4	2021-02-14	5	저번에 첫주문쿠폰 다운받았는데 기간이 5월31일까지길래 안쓰고있다가 방금쓰려고 봤더니 사라졌어요 원래 시간이 지나면 없어지나요??
강희삼	5	2021-01-04	2	음식주문부터 배달까지 깔끔하게 처리해 줘서 너무 좋네요. 언택트 시대 필수입니다.
빨강딸기	5	2021-05-09	1	유용하게 잘 사용하고잇어요~
강성표	1	2021-04-09	3	뭐 이건 깔자마자 주문장애래 ㅡㅡ 시간 날림
Min Olivia	5	2020-12-30	0	배달도 빠르고 무엇보다 배달되어지는 상황 눈으로 실시간 볼 수 있는 서비스는 최고에요^^!!
DK O	5	2020-12-25	0	배달원이 친절하고 생각보다 배달이 빨리 오는 듯 한 감이있지만 아직 배달매장 수가 타 배달앱보단 적은감이있었다
gwonhoo OH	4	2021-01-06	1	다좋은데 다른가게들도 빨리 가맹점이되었으면하네요 음식도빠르고 앱도 버그없이 잘되네요
김윤혁	4	2020-12-31	1	시간이 지나서 등록된가게만 많이지면 자연스레 사용하기 더 편해지겠습니다
정한솔	1	2021-02-08	1	그래도 배달인데 도보는 빼야하지 않을까요. 10분만에 음식이 만들어지면 뭐합니까 도보로 30분 걸려서 식은 밥 먹어야하는데
나무늘보	5	2021-04-09	0	빠른배송 자주이용하고 있습니다
강연경	5	2020-12-31	1	배달 빨라서너무좋아요!! 음식도 맛있습니다~~ 요즘부쩍 자주애용하고있어요ㅎㅎ
고재민	5	2021-04-11	0	너무 편하고 빨라서 좋아요
J J	5	2020-12-24	3	"저는 이앱이 편해요. 가까운매장을 볼수있고, 배달현황확인도 쉽고 빠르고, 이런저런할인없이 배달비 정액지불하는것도 소비자입장에서 마음편합니다."
cas mo	1	2021-01-09	2	모든음식점 보기 카테고리가 없네요? 새벽에 시킬라니까 문 닫은거 열린거 우선순위 없이 나열돼서 시키기 힘드네요
hs b	3	2021-03-07	2	배달정보를 알려줘 좋긴한데 다른결제 수단으로 간편결제가 안되는게 불편하고 배달비가 전체적으로 비쌈 그리고 리뷰써도 혜택이없어 안쓰게됨
이상아	5	2021-03-09	5	여러곳의 배달음식을 고르는 재미와 편리한 배달 앱인것 같아요. 배달도 빠르고 음식이 방금한것 처럼 따뜻해서 정말 추천합니다.
YEUNJUNG KIM	3	2021-01-06	3	문앞에두고가라는문구가영수증에따로안써있어서매번배달원분들이초인종을누르세요ㅠㅠ 영수증에 따로문구가써있었음좋겠어요.
나현우	5	2021-04-13	1	실시간으로 지도에 배달오토바이가 표시된거 보고 깜놀!!!
흰	5	2021-02-26	2	주문수락전에 취소할 수 있게 해주세요.. 메뉴추가한다는걸 대충보고 결제하기 버튼을 눌러버리는 경우가 종종 있어요...
러블리쿠키	5	2021-05-01	0	편리하고 다양해요
김대호	5	2021-06-02	0	사용할때마다 편리함을 느낍니다.
김뽀숑	3	2021-02-15	4	"배달현황을 실시간으로 확인할 수 있는건 좋지만 원래 시켜먹는 지점, 가게가 등록이 안된게 많고 딱히 배달이 빠른 것 같지도 않음"
문상경	5	2021-02-08	4	배달도 칠절하시고 빨리오고 음식들도 제 입맛에는 다들 괜찮드라고요~ 어디쯤 오나 표기도 나오고 최고에요^^
새로운소식	5	2021-02-12	2	전문 식당 위주로 배달 가능해서 음식 맛이 좋고 청결해서 좋아요. 계속 여기서 주문 하려해요!
최유진	4	2021-02-22	6	빨리 배달 오는게 좋아서 자주 애용합니다. 쿠팡이츠에서 떼가는 돈이 좀 큰지 다른앱과 비교했을 때 음식 가격이 다를 때도 있었습니다.
뷰르릇	5	2021-02-19	1	좀더 데이터가 누적되서 오류를 고쳐가야하겠지만 지금까지 사용해본바로 여타 배달앱들보다 만족도 높아요
유선희	5	2021-04-06	1	세상빠르네요~오래기다리지않아서 정말대만족
임정희	5	2021-06-06	0	요즘코로나19때문에집에서편하게시켜먹을수있다는것이좋음~~~진짜쿠팡이츠없으면진짜안됨~~!!!
체리	1	2021-03-10	3	전 갤럭시 폴드2인데여 자꾸 알수없는 오류라 뜨면서 어플이용 자체가 안되요ㅠㅠ 엘티이도 쓰고 와파도 썼봤지만 어플 이용 자체가 안되는데..
혜라언니	5	2021-05-14	0	언제 어디서든 편리하게 이용하고 있습니다
박문현	5	2021-01-04	1	배달이 빠르고 배달 하시분의 동선을 확인할수 있어서 한없이 기디림이 줄어서 좋아요^^
냥이오빠	5	2021-02-14	2	"배민과 비교시, 주문후부터 배달도착 과정까지 실시간으로 볼수있어서 정말좋았네요."
육수진	5	2021-01-24	4	주문 편리하고 주문부터 배달완료까지 상황을 확인 할 수 있어서 좋은 거 같아요^^
김지선	5	2021-02-04	2	최고의 앱이예요 맛집이 다 나왔어요~원하는대로 멀리서도 배송와요~감동입니다~ 쿠팡이츠!!최고!!!
이희정	5	2021-04-21	1	안전하게 비대면 먹고싶은 음식 골라 주문짱!!
juhyun lee	4	2021-02-27	2	편함 자영업자들 수수료만 좀 낮춰주세요. 요즘 힘들잖아요. 이런 컨텐츠 만드는 분만 돈을 버는것같아 속상해요.
석민재	5	2021-01-31	3	배민은 배송이 느린경우가 너무많아요 여기저기 들렸다 와서 음식 다식고 그런경우가 많은데 쿠팡이츠는 한집만 배달하니 확실히 배달빠르고 좋네요
임채현	1	2021-01-10	2	최악 ㅎ 배달자가 다른층으로 잘못보냈는데 있지도않고 고객센터도 연락안되고 주변인들한테 비추할 일밖에 없을거같네요!
허영광	5	2021-01-20	1	너무 빨리 와서 무슨 옆집에서 만드는줄 알았음 ㅎㅎ20분 넘긴 적이 없어요 무슨 ㅎㅎ배달의 민족이랑 너무 비교되게 빠르네요
Jihoon Bae	5	2021-03-24	2	잘쓰고는 있는데 공동현관 비밀번호 쓰는 칸이 하나 별도로 있었으면..
Chroas	3	2021-03-13	3	장바구니에 음식 담아놨다는 알람 장난치는것도 아니고 계속 보낼래요? 도대체 하루에 몇 번을 보내는거야. 적당히 해야지.
스퀏벤치데드맆	1	2021-02-02	1	주문취소 버튼도 없고 결재 잘못되도 취소할방법이없는 최악의 배달앱 디자인이 좋아서 자주썼는데 진짜 최악앱입니다
정브라운	1	2021-03-21	2	자동차 쿠팡하면 정말 남은게 없음 이거돈벌라고 하라면 비추 손님 음식 식더라도 무조건 도보나 자전거가 정답이고 배민이랑 묶어서 가야됨 지방은 기본료 대폭 올려라
안은식	5	2021-02-15	2	너무 맛있어요~~그런데 밑반찬이 너무 없는듯~서비스차원에서 조금더 신경써주셨으면 합니다
고경준	5	2021-02-21	4	배민보다 사용하기 편함. 배달시간이 일단 무척 빠름. 치타는 훨씬 빠름. 강추합니다.
이주	5	2021-03-22	3	메뉴 사진이 보기가 편함 그리고 실시간 이동또 좋다
허용	5	2021-03-25	2	배달 예정시간이 정확해요!
바이올렛	5	2021-03-14	1	빨리 와서좋고 어디서 시간이 얼마 걸리는지 중간중간 알림도 오고 다른데 보다 좋네요
김재선	5	2021-03-30	0	큰 불편함 없이 사용중이에요
호찬김	1	2021-02-10	3	배달업체에 따로 배달을 맡긴다는데 수가 적어서 밀려서 늦게옵니다. 아직 제대로 체계가 안 잡힌듯
yuki lee	5	2020-12-26	3	배민보다 보기 편해요. 일단 비주얼 메뉴가 먼저 뜨니까 메뉴고르기도 편하고 좋습니다.
송경희	5	2021-05-21	0	일인배달이여서 좋아요
남예위	1	2021-01-13	1	시간 40분 잡아놓고 슬슬 올리네요 ㅋㅋ 배민 오래걸리는거 때문에 한번 시켜봤는데 치타 배달이고 나발이고 1시간 넘게 걸려서 너러지앱 지울랍니다
소리짱	5	2021-03-04	4	신속배달의 정점!! 너무좋네요~ 리뷰사진 줌아웃 기능도 있음 좋을것같아여:)
뿡.	5	2021-01-09	3	배달음식 안시켜 먹다가 쿠팡이츠 깔고부터 자주 시켜먹고 있어요~ 앱이 간단하면서 주문하기가 너무 편하고 좋아요
Nicole Moon	5	2021-01-15	2	어디쯤 배달오는지도 확인할 수 있어 정말 좋아요. 저에게 안성맞춤이네요~
윤정석	5	2021-04-06	1	빠르고 사용 편해요
진창민	2	2021-01-26	2	야들아 ㅋ 빙시들이가 쿠팡 쓰레기다 쓰지마라.돈 환불 아예 안해준다 쿠팡인터넷도그렇고 쿠폰처럼 현금안주고 적립식으로주고 발목잡는다 호구로안다
박병준	4	2021-04-10	0	시킨음식 위치검색 되어서 좋아요
크누트	5	2021-01-03	1	실시간 주문/배달 현황을 볼수있어서 좋고 한집만 배달하니까 정말 좋은거 같아요
모찌	5	2021-01-14	1	제가 애용하는 쇼핑앱하고 같이 있어서 사용 편리하고 쿠폰이용 더 저렴해서 좋아요
박경민	5	2021-04-04	0	배송현황을 알수 있어 좋아요.
김진영	1	2021-04-10	2	사용중 에러 겁나많음.... 쿠팡본사에서 관리해야할듯...
윤성상	5	2021-04-24	1	배송위치를 그때그때 알 수 있어서 너무 좋아요
고용기	5	2021-01-07	1	진짜 그지같은 배민보다 훨씬 빠르고 좋다. 저번에 배민 90분 걸리는거 보고 손절함 여러분들 쿠팡이츠쓰세요 속도도 속도지만 이동경로까지 알려줘서 최고임 ?? 진작에 쿠팡이츠쓸껄
IlYoung Son	5	2021-02-02	2	요기요 배민을 과연 넘어설 수 있을까?? 근데 혜택이 너무 없다 아직은 ㅠㅠ 점포도 너무 적고 ㅠㅠ 쿠팡의 발전만큼 널리 성장하길!!!
